x0,x1,u
0.8585858585858588,-1.0,-5.2634696337982134e-17
0.8787878787878789,-1.0,-4.551552366876647e-17
0.8989898989898992,-1.0,-3.8213076050157094e-17
0.9191919191919193,-1.0,-3.075675786136087e-17
0.9393939393939394,-1.0,-2.3176593064062974e-17
0.9595959595959598,-1.0,-1.550310430653015e-17
0.9797979797979799,-1.0,-7.767190019679049e-18
1.0,-1.0,-1.4997597826618576e-32
-1.0,1.0,-1.4997597826618576e-32
-0.9797979797979798,1.0,-7.767190019679103e-18
-0.9595959595959596,1.0,-1.5503104306530206e-17
-0.9393939393939394,1.0,-2.3176593064062974e-17
-0.9191919191919192,1.0,-3.075675786136092e-17
-0.898989898989899,1.0,-3.82130760501572e-17
-0.8787878787878788,1.0,-4.551552366876653e-17
-0.8585858585858586,1.0,-5.263469633798223e-17
-0.8383838383838383,1.0,-5.954192766213294e-17
-0.8181818181818181,1.0,-6.620940465854062e-17
-0.797979797979798,1.0,-7.261027975058513e-17
-0.7777777777777778,1.0,-7.871877887341988e-17
-0.7575757575757576,1.0,-8.45103052570338e-17
-0.7373737373737373,1.0,-8.996153846876334e-17
-0.7171717171717171,1.0,-9.505052831644358e-17
-0.696969696969697,1.0,-9.975678323408517e-17
-0.6767676767676767,1.0,-1.0406135279417816e-16
-0.6565656565656566,1.0,-1.07946904014375e-16
-0.6363636363636364,1.0,-1.1139779115129311e-16
-0.6161616161616161,1.0,-1.144001187004012e-16
-0.5959595959595959,1.0,-1.1694179734831181e-16
-0.5757575757575757,1.0,-1.1901259265217946e-16
-0.5555555555555556,1.0,-1.2060416625018976e-16
-0.5353535353535352,1.0,-1.2171010943719955e-16
-0.5151515151515151,1.0,-1.2232596897033042e-16
-0.4949494949494949,1.0,-1.224492650006063e-16
-0.4747474747474747,1.0,-1.220795010584298e-16
-0.4545454545454545,1.0,-1.2121816605269022e-16
-0.43434343434343425,1.0,-1.198687282754528e-16
-0.41414141414141414,1.0,-1.1803662143637086e-16
-0.3939393939393939,1.0,-1.1572922278305468e-16
-0.3737373737373737,1.0,-1.129558233954992e-16
-0.3535353535353535,1.0,-1.0972759077418404e-16
-0.33333333333333326,1.0,-1.0605752387249067e-16
-0.31313131313131304,1.0,-1.0196040075450496e-16
-0.2929292929292928,1.0,-9.745271908896896e-17
-0.2727272727272727,1.0,-9.255262971899169e-17
-0.2525252525252525,1.0,-8.727986357500995e-17
-0.23232323232323226,1.0,-8.165565222529563e-17
-0.21212121212121204,1.0,-7.570264238392369e-17
-0.19191919191919182,1.0,-6.944480472044756e-17
-0.1717171717171716,1.0,-6.290733733847333e-17
-0.1515151515151515,1.0,-5.611656431178981e-17
-0.13131313131313127,1.0,-4.9099829686614386e-17
-0.11111111111111105,1.0,-4.18853873767699e-17
-0.09090909090909083,1.0,-3.450228739514563e-17
-0.07070707070707061,1.0,-2.698025887954846e-17
-0.050505050505050386,1.0,-1.93495903839576e-17
-0.030303030303030276,1.0,-1.164100791720794e-17
-0.010101010101010055,1.0,-3.885551220196846e-18
0.010101010101010166,1.0,3.885551220196888e-18
0.030303030303030498,1.0,1.1641007917208024e-17
0.05050505050505061,1.0,1.9349590383957686e-17
0.07070707070707072,1.0,2.6980258879548503e-17
0.09090909090909105,1.0,3.450228739514571e-17
0.11111111111111116,1.0,4.1885387376769936e-17
0.1313131313131315,1.0,4.909982968661446e-17
0.1515151515151516,1.0,5.611656431178985e-17
0.1717171717171717,1.0,6.290733733847337e-17
0.19191919191919204,1.0,6.944480472044765e-17
0.21212121212121215,1.0,7.570264238392371e-17
0.2323232323232325,1.0,8.165565222529569e-17
0.2525252525252526,1.0,8.727986357500997e-17
0.27272727272727293,1.0,9.255262971899174e-17
0.29292929292929304,1.0,9.745271908896903e-17
0.31313131313131315,1.0,1.0196040075450498e-16
0.3333333333333335,1.0,1.0605752387249072e-16
0.3535353535353536,1.0,1.0972759077418406e-16
0.3737373737373739,1.0,1.1295582339549922e-16
0.39393939393939403,1.0,1.157292227830547e-16
0.41414141414141437,1.0,1.1803662143637089e-16
0.4343434343434345,1.0,1.198687282754528e-16
0.4545454545454546,1.0,1.2121816605269022e-16
0.4747474747474749,1.0,1.220795010584298e-16
0.49494949494949503,1.0,1.224492650006063e-16
0.5151515151515154,1.0,1.2232596897033042e-16
0.5353535353535355,1.0,1.2171010943719955e-16
0.5555555555555556,1.0,1.2060416625018976e-16
0.5757575757575759,1.0,1.1901259265217944e-16
0.595959595959596,1.0,1.1694179734831181e-16
0.6161616161616164,1.0,1.1440011870040118e-16
0.6363636363636365,1.0,1.113977911512931e-16
0.6565656565656568,1.0,1.0794690401437495e-16
0.6767676767676769,1.0,1.040613527941781e-16
0.696969696969697,1.0,9.975678323408517e-17
0.7171717171717173,1.0,9.50505283164435e-17
0.7373737373737375,1.0,8.996153846876329e-17
0.7575757575757578,1.0,8.451030525703376e-17
0.7777777777777779,1.0,7.871877887341984e-17
0.7979797979797982,1.0,7.261027975058506e-17
0.8181818181818183,1.0,6.620940465854057e-17
0.8383838383838385,1.0,5.954192766213294e-17
0.8585858585858588,1.0,5.2634696337982134e-17
0.8787878787878789,1.0,4.551552366876647e-17
0.8989898989898992,1.0,3.8213076050157094e-17
0.9191919191919193,1.0,3.075675786136087e-17
0.9393939393939394,1.0,2.3176593064062974e-17
0.9595959595959598,1.0,1.550310430653015e-17
0.9797979797979799,1.0,7.767190019679049e-18
1.0,1.0,1.4997597826618576e-32
-1.0,-0.98,7.689620875837326e-18
-1.0,-0.96,1.5348894331131317e-17
-1.0,-0.94,2.2947592712743134e-17
-1.0,-0.92,3.045572742967559e-17
-1.0,-0.9,3.784366730434151e-17
-1.0,-0.88,4.508225551328423e-17
-1.0,-0.86,5.214292465583942e-17
-1.0,-0.84,5.899780949661432e-17
-1.0,-0.8200000000000001,6.561985693684133e-17
-1.0,-0.8,7.198293278059968e-17
-1.0,-0.78,7.806192487454684e-17
-1.0,-0.76,8.38328422141153e-17
-1.0,-0.74,8.927290962504712e-17
-1.0,-0.72,9.436065764660177e-17
-1.0,-0.7,9.907600726170916e-17
-1.0,-0.6799999999999999,1.0340034913967678e-16
-1.0,-0.6599999999999999,1.0731661707871615e-16
-1.0,-0.64,1.1080935535844449e-16
-1.0,-0.62,1.1386477973655213e-16
-1.0,-0.6,1.1647083184890926e-16
-1.0,-0.5800000000000001,1.1861722679842032e-16
-1.0,-0.56,1.202954937448142e-16
-1.0,-0.54,1.2149900933518075e-16
-1.0,-0.52,1.2222302384331876e-16
-1.0,-0.5,1.2246467991473532e-16
-1.0,-0.48,1.2222302384331876e-16
-1.0,-0.45999999999999996,1.2149900933518075e-16
-1.0,-0.43999999999999995,1.202954937448142e-16
-1.0,-0.42000000000000004,1.1861722679842032e-16
-1.0,-0.4,1.1647083184890923e-16
-1.0,-0.38,1.1386477973655213e-16
-1.0,-0.36,1.108093553584445e-16
-1.0,-0.33999999999999997,1.0731661707871612e-16
-1.0,-0.31999999999999995,1.0340034913967675e-16
-1.0,-0.29999999999999993,9.907600726170914e-17
-1.0,-0.28,9.436065764660177e-17
-1.0,-0.26,8.927290962504712e-17
-1.0,-0.24,8.383284221411526e-17
-1.0,-0.21999999999999997,7.80619248745468e-17
-1.0,-0.19999999999999996,7.198293278059965e-17
-1.0,-0.17999999999999994,6.56198569368413e-17
-1.0,-0.16000000000000003,5.899780949661428e-17
-1.0,-0.14,5.214292465583939e-17
-1.0,-0.12,4.50822555132842e-17
-1.0,-0.09999999999999998,3.7843667304341493e-17
-1.0,-0.07999999999999996,3.0455727429675563e-17
-1.0,-0.05999999999999994,2.294759271274307e-17
-1.0,-0.040000000000000036,1.5348894331131295e-17
-1.0,-0.020000000000000018,7.689620875837306e-18
-1.0,0.0,-0.0
-1.0,0.020000000000000018,-7.689620875837306e-18
-1.0,0.040000000000000036,-1.5348894331131295e-17
-1.0,0.06000000000000005,-2.294759271274311e-17
-1.0,0.08000000000000007,-3.045572742967561e-17
-1.0,0.10000000000000009,-3.784366730434153e-17
-1.0,0.1200000000000001,-4.508225551328424e-17
-1.0,0.14000000000000012,-5.214292465583943e-17
-1.0,0.15999999999999992,-5.899780949661425e-17
-1.0,0.17999999999999994,-6.56198569368413e-17
-1.0,0.19999999999999996,-7.198293278059965e-17
-1.0,0.21999999999999997,-7.80619248745468e-17
-1.0,0.24,-8.383284221411526e-17
-1.0,0.26,-8.927290962504712e-17
-1.0,0.28,-9.436065764660177e-17
-1.0,0.30000000000000004,-9.907600726170916e-17
-1.0,0.32000000000000006,-1.0340034913967676e-16
-1.0,0.3400000000000001,-1.0731661707871615e-16
-1.0,0.3600000000000001,-1.108093553584445e-16
-1.0,0.3800000000000001,-1.1386477973655215e-16
-1.0,0.40000000000000013,-1.1647083184890926e-16
-1.0,0.41999999999999993,-1.1861722679842032e-16
-1.0,0.43999999999999995,-1.202954937448142e-16
-1.0,0.45999999999999996,-1.2149900933518075e-16
-1.0,0.48,-1.2222302384331876e-16
-1.0,0.5,-1.2246467991473532e-16
-1.0,0.52,-1.2222302384331876e-16
-1.0,0.54,-1.2149900933518075e-16
-1.0,0.56,-1.202954937448142e-16
-1.0,0.5800000000000001,-1.1861722679842032e-16
-1.0,0.6000000000000001,-1.1647083184890923e-16
-1.0,0.6200000000000001,-1.1386477973655213e-16
-1.0,0.6400000000000001,-1.1080935535844449e-16
-1.0,0.6600000000000001,-1.0731661707871612e-16
-1.0,0.6799999999999999,-1.0340034913967678e-16
-1.0,0.7,-9.907600726170916e-17
-1.0,0.72,-9.436065764660177e-17
-1.0,0.74,-8.927290962504712e-17
-1.0,0.76,-8.38328422141153e-17
-1.0,0.78,-7.806192487454684e-17
-1.0,0.8,-7.198293278059968e-17
-1.0,0.8200000000000001,-6.561985693684133e-17
-1.0,0.8400000000000001,-5.899780949661427e-17
-1.0,0.8600000000000001,-5.214292465583937e-17
-1.0,0.8800000000000001,-4.508225551328417e-17
-1.0,0.9000000000000001,-3.784366730434146e-17
-1.0,0.9199999999999999,-3.0455727429675643e-17
-1.0,0.94,-2.2947592712743134e-17
-1.0,0.96,-1.5348894331131317e-17
-1.0,0.98,-7.689620875837326e-18
1.0,-0.98,-7.689620875837326e-18
1.0,-0.96,-1.5348894331131317e-17
1.0,-0.94,-2.2947592712743134e-17
1.0,-0.92,-3.045572742967559e-17
1.0,-0.9,-3.784366730434151e-17
1.0,-0.88,-4.508225551328423e-17
1.0,-0.86,-5.214292465583942e-17
1.0,-0.84,-5.899780949661432e-17
1.0,-0.8200000000000001,-6.561985693684133e-17
1.0,-0.8,-7.198293278059968e-17
1.0,-0.78,-7.806192487454684e-17
1.0,-0.76,-8.38328422141153e-17
1.0,-0.74,-8.927290962504712e-17
1.0,-0.72,-9.436065764660177e-17
1.0,-0.7,-9.907600726170916e-17
1.0,-0.6799999999999999,-1.0340034913967678e-16
1.0,-0.6599999999999999,-1.0731661707871615e-16
1.0,-0.64,-1.1080935535844449e-16
1.0,-0.62,-1.1386477973655213e-16
1.0,-0.6,-1.1647083184890926e-16
1.0,-0.5800000000000001,-1.1861722679842032e-16
1.0,-0.56,-1.202954937448142e-16
1.0,-0.54,-1.2149900933518075e-16
1.0,-0.52,-1.2222302384331876e-16
1.0,-0.5,-1.2246467991473532e-16
1.0,-0.48,-1.2222302384331876e-16
1.0,-0.45999999999999996,-1.2149900933518075e-16
1.0,-0.43999999999999995,-1.202954937448142e-16
1.0,-0.42000000000000004,-1.1861722679842032e-16
1.0,-0.4,-1.1647083184890923e-16
1.0,-0.38,-1.1386477973655213e-16
1.0,-0.36,-1.108093553584445e-16
1.0,-0.33999999999999997,-1.0731661707871612e-16
1.0,-0.31999999999999995,-1.0340034913967675e-16
1.0,-0.29999999999999993,-9.907600726170914e-17
1.0,-0.28,-9.436065764660177e-17
1.0,-0.26,-8.927290962504712e-17
1.0,-0.24,-8.383284221411526e-17
1.0,-0.21999999999999997,-7.80619248745468e-17
1.0,-0.19999999999999996,-7.198293278059965e-17
1.0,-0.17999999999999994,-6.56198569368413e-17
1.0,-0.16000000000000003,-5.899780949661428e-17
1.0,-0.14,-5.214292465583939e-17
1.0,-0.12,-4.50822555132842e-17
1.0,-0.09999999999999998,-3.7843667304341493e-17
1.0,-0.07999999999999996,-3.0455727429675563e-17
1.0,-0.05999999999999994,-2.294759271274307e-17
1.0,-0.040000000000000036,-1.5348894331131295e-17
1.0,-0.020000000000000018,-7.689620875837306e-18
1.0,0.0,0.0
1.0,0.020000000000000018,7.689620875837306e-18
1.0,0.040000000000000036,1.5348894331131295e-17
1.0,0.06000000000000005,2.294759271274311e-17
1.0,0.08000000000000007,3.045572742967561e-17
1.0,0.10000000000000009,3.784366730434153e-17
1.0,0.1200000000000001,4.508225551328424e-17
1.0,0.14000000000000012,5.214292465583943e-17
1.0,0.15999999999999992,5.899780949661425e-17
1.0,0.17999999999999994,6.56198569368413e-17
1.0,0.19999999999999996,7.198293278059965e-17
1.0,0.21999999999999997,7.80619248745468e-17
1.0,0.24,8.383284221411526e-17
1.0,0.26,8.927290962504712e-17
1.0,0.28,9.436065764660177e-17
1.0,0.30000000000000004,9.907600726170916e-17
1.0,0.32000000000000006,1.0340034913967676e-16
1.0,0.3400000000000001,1.0731661707871615e-16
1.0,0.3600000000000001,1.108093553584445e-16
1.0,0.3800000000000001,1.1386477973655215e-16
1.0,0.40000000000000013,1.1647083184890926e-16
1.0,0.41999999999999993,1.1861722679842032e-16
1.0,0.43999999999999995,1.202954937448142e-16
1.0,0.45999999999999996,1.2149900933518075e-16
1.0,0.48,1.2222302384331876e-16
1.0,0.5,1.2246467991473532e-16
1.0,0.52,1.2222302384331876e-16
1.0,0.54,1.2149900933518075e-16
1.0,0.56,1.202954937448142e-16
1.0,0.5800000000000001,1.1861722679842032e-16
1.0,0.6000000000000001,1.1647083184890923e-16
1.0,0.6200000000000001,1.1386477973655213e-16
1.0,0.6400000000000001,1.1080935535844449e-16
1.0,0.6600000000000001,1.0731661707871612e-16
1.0,0.6799999999999999,1.0340034913967678e-16
1.0,0.7,9.907600726170916e-17
1.0,0.72,9.436065764660177e-17
1.0,0.74,8.927290962504712e-17
1.0,0.76,8.38328422141153e-17
1.0,0.78,7.806192487454684e-17
1.0,0.8,7.198293278059968e-17
1.0,0.8200000000000001,6.561985693684133e-17
1.0,0.8400000000000001,5.899780949661427e-17
1.0,0.8600000000000001,5.214292465583937e-17
1.0,0.8800000000000001,4.508225551328417e-17
1.0,0.9000000000000001,3.784366730434146e-17
1.0,0.9199999999999999,3.0455727429675643e-17
1.0,0.94,2.2947592712743134e-17
1.0,0.96,1.5348894331131317e-17
1.0,0.98,7.689620875837326e-18
